Designator,Mid X,Mid Y,Rotation,Layer
D1,163.0,-91.375,0.0,top
D2,162.75,-113.875,0.0,top
D3,162.75,-135.875,0.0,top
D4,163.25,-158.75,0.0,top
SW1,162.67,-80.41,0.0,top
SW2,162.67,-102.66,0.0,top
SW3,162.67,-124.41,0.0,top
SW4,162.67,-147.91,0.0,top
